Entry	WormBase	Gene Names	Organism
G5EEN4	Y59A8B.23a [G5EEN4-1];Y59A8B.23b [G5EEN4-2];Y59A8B.23c [G5EEN4-3];	gck-3 Y59A8B.23	Caenorhabditis elegans
G5EEQ5	T01E8.2;	ref-1 T01E8.2	Caenorhabditis elegans
G5EES2	C01G8.5a;	erm-1 C01G8.5 CELE_C01G8.5	Caenorhabditis elegans
G5EES3	F48F7.1b;	alg-1 CELE_F48F7.1 F48F7.1	Caenorhabditis elegans
G5EET5	K08H2.6;	hpl-1 K08H2.6	Caenorhabditis elegans
G5EET6	Y55D9A.1a [G5EET6-2];Y55D9A.1b [G5EET6-1];Y55D9A.1c [G5EET6-3];Y55D9A.1d [G5EET6-4];	efa-6 Y55D9A.1	Caenorhabditis elegans
G5EEU2	Y43F4B.3;	set-25 Y43F4B.3	Caenorhabditis elegans
G5EEU3	D2030.10a;	aex-1 D2030.10	Caenorhabditis elegans
G5EEU6	F45E10.1h;	unc-53 CELE_F45E10.1 F45E10.1	Caenorhabditis elegans
G5EEV2	C47D12.1a [G5EEV2-1];C47D12.1b [G5EEV2-2];C47D12.1c [G5EEV2-3];	trr-1 C47D12.1	Caenorhabditis elegans
G5EEV9	ZK520.2;	sid-2 ZK520.2	Caenorhabditis elegans
G5EEW6	F39H2.2a [G5EEW6-1];F39H2.2b [G5EEW6-2];	sig-7 F39H2.2	Caenorhabditis elegans
G5EF15	F52E1.1;	pos-1 F52E1.1	Caenorhabditis elegans
G5EF33	F43C9.4a [G5EF33-1];F43C9.4b [G5EF33-2];	mig-13 F43C9.4	Caenorhabditis elegans
G5EF48	Y63D3A.8;	fld-1 Y63D3A.8	Caenorhabditis elegans
G5EF53	F01G4.1;	swsn-4 psa-4 F01G4.1	Caenorhabditis elegans
G5EF60	Y55B1BM.1a [G5EF60-1];Y55B1BM.1b [G5EF60-2];Y55B1BM.1c [G5EF60-3];	stim-1 Y55B1BM.1	Caenorhabditis elegans
G5EF76	Y54G2A.1;	lin-22 him-5 hlh-9 Y54G2A.1	Caenorhabditis elegans
G5EF87	Y113G7B.23a;	swsn-1 psa-1 CELE_Y113G7B.23 Y113G7B.23	Caenorhabditis elegans
G5EF96	T19B4.7;	unc-40 T19B4.7	Caenorhabditis elegans
G5EFA2	T27F2.3;	bir-1 T27F2.3	Caenorhabditis elegans
G5EFC1	D1037.4;	rab-8 rab8 CELE_D1037.4 D1037.4	Caenorhabditis elegans
G5EFC3	R07A4.1;	egl-36 R07A4.1	Caenorhabditis elegans
G5EFD2	F13B9.5;	ksr-1 F13B9.5	Caenorhabditis elegans
G5EFD4	W09D6.6;	hmt-1 W09D6.6	Caenorhabditis elegans
G5EFD5	Y37D8A.13;	unc-71 adm-1 Y37D8A.13	Caenorhabditis elegans
G5EFD9	DY3.7;	sup-17 DY3.7	Caenorhabditis elegans
G5EFE0	Y57G11C.24h;	eps-8 CELE_Y57G11C.24 Y57G11C.24	Caenorhabditis elegans
G5EFE7	C10F3.6;	fut-8 C10F3.6	Caenorhabditis elegans
G5EFF1	T21G5.5a [G5EFF1-2];T21G5.5b [G5EFF1-3];T21G5.5c [G5EFF1-1];	asd-2 let-529 star-2 tag-44 T21G5.5	Caenorhabditis elegans
G5EFF4	F15C11.1;	sem-4 F15C11.1	Caenorhabditis elegans
G5EFF5	F11A1.3a [G5EFF5-1];F11A1.3b [G5EFF5-2];F11A1.3c [G5EFF5-3];F11A1.3d [G5EFF5-4];	daf-12 daf-20 mig-7 XL285 F11A1.3	Caenorhabditis elegans
G5EFH8	ZC373.1a [G5EFH8-1];ZC373.1b [G5EFH8-2];	cbs-1 ZC373.1	Caenorhabditis elegans
G5EFI7	F59B10.1;	myrf-1 pqn-47 F59B10.1	Caenorhabditis elegans
G5EFI8	F31B12.1a [G5EFI8-1];F31B12.1b [G5EFI8-2];F31B12.1c [G5EFI8-3];F31B12.1d [G5EFI8-4];F31B12.1e [G5EFI8-5];	plc-1 F31B12.1	Caenorhabditis elegans
G5EFJ4	F29D11.2;	capg-1 F29D11.2	Caenorhabditis elegans
G5EFJ9	C30D11.1a [G5EFJ9-1];C30D11.1b [G5EFJ9-3];C30D11.1c [G5EFJ9-2];C30D11.1d [G5EFJ9-6];C30D11.1e [G5EFJ9-5];C30D11.1f [G5EFJ9-8];C30D11.1g [G5EFJ9-7];C30D11.1h;C30D11.1i [G5EFJ9-9];C30D11.1j [G5EFJ9-10];	unc-103 C30D11.1	Caenorhabditis elegans
G5EFK9	ZK256.1a;	pmr-1 pmr1 CELE_ZK256.1 ZK256.1	Caenorhabditis elegans
G5EFL0	ZK858.1;	gld-4 ZK858.1	Caenorhabditis elegans
G5EFM9	F19H6.1;	nekl-3 mlt-1 F19H6.1	Caenorhabditis elegans
G5EFN6	W07E11.3a [G5EFN6-1];W07E11.3b [G5EFN6-2];	flp-2 flp-2a flp-2b W07E11.3	Caenorhabditis elegans
G5EFP5	F59E12.13;	fut-3 CEFT-4 F59E12.13	Caenorhabditis elegans
G5EFQ0	ZK896.8;	gcy-18 ZK896.8	Caenorhabditis elegans
G5EFQ5	B0414.2;	rnt-1 mab-2 run-1 B0414.2	Caenorhabditis elegans
G5EFR6	W09C2.3a [G5EFR6-1];W09C2.3b [G5EFR6-2];W09C2.3c [G5EFR6-3];W09C2.3d [G5EFR6-4];	mca-1 W09C2.3	Caenorhabditis elegans
G5EFS2	R10E9.1;	msi-1 R10E9.1	Caenorhabditis elegans
G5EFS4	Y113G7A.9a;	dcs-1 hsl-1 Y113G7A.9	Caenorhabditis elegans
G5EFT4	C42C1.11a [G5EFT4-1];C42C1.11b [G5EFT4-2];C42C1.11c [G5EFT4-3];	ltah-1.1 C42C1.11	Caenorhabditis elegans
G5EFT5	Y53C10A.12;	hsf-1 Y53C10A.12	Caenorhabditis elegans
G5EFU0	C45B11.1a [G5EFU0-1];C45B11.1b [G5EFU0-2];	pak-2 C45B11.1	Caenorhabditis elegans
G5EFV3	Y48A6B.11a;	rsa-2 Y48A6B.11	Caenorhabditis elegans
G5EFV5	Y39G10AL.3;	cdk-7 Y39G10AL.3	Caenorhabditis elegans
G5EFV8	F08C6.3;	vps-52 tag-197 F08C6.3	Caenorhabditis elegans
G5EFW3	R31.1a;	sma-1 CELE_R31.1 R31.1	Caenorhabditis elegans
G5EFW7	F23B2.4;	daf-10 F23B2.4	Caenorhabditis elegans
G5EFX6	F40E10.4;	slt-1 F40E10.4	Caenorhabditis elegans
G5EFY4	K11G9.4;	egl-46 K11G9.4	Caenorhabditis elegans
G5EFY5	Y75B8A.2a [G5EFY5-1];Y75B8A.2b [G5EFY5-2];	nob-1 Y75B8A.2	Caenorhabditis elegans
G5EFY7	F40F8.7;	pqm-1 F40F8.7	Caenorhabditis elegans
G5EFZ1	F57B10.3a [G5EFZ1-1];F57B10.3b [G5EFZ1-2];	ipgm-1 F57B10.3	Caenorhabditis elegans
G5EG05	W08D2.1;	egl-20 CELE_W08D2.1 W08D2.1	Caenorhabditis elegans
G5EG11	T13F2.1a [G5EG11-1];T13F2.1b [G5EG11-2];T13F2.1c [G5EG11-3];	fat-4 des-5 T13F2.1	Caenorhabditis elegans
G5EG14	W03H9.4a [G5EG14-1];W03H9.4b [G5EG14-2];W03H9.4c [G5EG14-3];	cacn-1 W03H9.4	Caenorhabditis elegans
G5EG17	F54D5.14;	smc-6 F54D5.14	Caenorhabditis elegans
G5EG38	F10B5.6;	emb-27 apc-6 pod-6 F10B5.6	Caenorhabditis elegans
G5EG44	R03E9.1;	mdl-1 R03E9.1	Caenorhabditis elegans
G5EG59	C14A4.5;	crn-5 C14A4.5	Caenorhabditis elegans
G5EG62	F30H5.1;	unc-45 CELE_F30H5.1 F30H5.1	Caenorhabditis elegans
G5EG78	K09C8.5;	pxn-2 K09C8.5	Caenorhabditis elegans
G5EG83	M03D4.1a;	zen-4 CELE_M03D4.1 M03D4.1	Caenorhabditis elegans
G5EG85	K11C4.3a;	unc-70 bgs-1 CELE_K11C4.3 K11C4.3	Caenorhabditis elegans
G5EG86	T07E3.5;	brc-2 T07E3.5	Caenorhabditis elegans
G5EG88	F59B1.9a;	acr-23 5E130 F59B1.9	Caenorhabditis elegans
G5EG97	R31.1c;	sma-1 CELE_R31.1 R31.1	Caenorhabditis elegans
G5EGA3	F42H11.2;	lem-3 rad-1 F42H11.2	Caenorhabditis elegans
G5EGA5	W02A2.1a;	fat-2 W02A2.1	Caenorhabditis elegans
G5EGB2	W03C9.4a;W03C9.4b;W03C9.4c;	lin-29 lin-29b W03C9.4	Caenorhabditis elegans
G5EGC9	T28H11.4a [G5EGC9-1];T28H11.4b [G5EGC9-2];	pes-1 T28H11.4	Caenorhabditis elegans
G5EGD2	F38A6.3a [G5EGD2-1];F38A6.3b [G5EGD2-2];F38A6.3c [G5EGD2-3];F38A6.3d [G5EGD2-4];F38A6.3e [G5EGD2-5];	hif-1 F38A6.3	Caenorhabditis elegans
G5EGE9	C25G4.5;	dpy-26 C25G4.5	Caenorhabditis elegans
G5EGF4	F55A8.1a [G5EGF4-1];F55A8.1b [G5EGF4-2];	egl-18 elt-5 pvl-3 F55A8.1	Caenorhabditis elegans
G5EGG8	Y43C5A.6b;	rad-51 rad51 CELE_Y43C5A.6 Y43C5A.6	Caenorhabditis elegans
G5EGH6	F10D2.9;	fat-7 F10D2.9	Caenorhabditis elegans
G5EGJ5	B0244.2;	ida-1 ia2 B0244.2	Caenorhabditis elegans
G5EGJ9	F44G4.8a [G5EGJ9-1];F44G4.8b [G5EGJ9-2];	dep-1 F44G4.8	Caenorhabditis elegans
G5EGK5	C01G6.8a [G5EGK5-1];C01G6.8b [G5EGK5-2];C01G6.8c [G5EGK5-3];	cam-1 kin-8 C01G6.8	Caenorhabditis elegans
G5EGK6	F07A11.6a [G5EGK6-2];F07A11.6b [G5EGK6-1];F07A11.6c [G5EGK6-3];F07A11.6d [G5EGK6-4];F07A11.6e [G5EGK6-5];F07A11.6f [G5EGK6-6];F07A11.6g [G5EGK6-7];	din-1 F07A11.6	Caenorhabditis elegans
G5EGK8	F38H4.9;	let-92 F38H4.9	Caenorhabditis elegans
G5EGL9	C44B7.3;	aff-1 C44B7.3	Caenorhabditis elegans
G5EGM1	EGAP1.3;	zmp-1 EGAP1.3	Caenorhabditis elegans
G5EGM3	W04A8.7;	taf-1 W04A8.7	Caenorhabditis elegans
G5EGN2	VZK822L.1a [G5EGN2-1];VZK822L.1b [G5EGN2-2];VZK822L.1c [G5EGN2-3];	fat-6 VZK822L.1	Caenorhabditis elegans
G5EGP4	VW02B12L.1;	vha-6 VW02B12L.1	Caenorhabditis elegans
G5EGP8	F32B5.8a [G5EGP8-1];F32B5.8b [G5EGP8-2];	cpz-1 F32B5.8	Caenorhabditis elegans
G5EGQ3	Y38F1A.10a [G5EGQ3-2];Y38F1A.10b [G5EGQ3-3];Y38F1A.10c [G5EGQ3-1];Y38F1A.10d [G5EGQ3-4];	max-2 Y38F1A.10	Caenorhabditis elegans
G5EGQ6	R13F6.4a [G5EGQ6-2];R13F6.4d [G5EGQ6-1];	ten-1 R13F6.4	Caenorhabditis elegans
G5EGS3	T01G1.1a [G5EGS3-1];T01G1.1c [G5EGS3-3];T01G1.1d [G5EGS3-4];T01G1.1e [G5EGS3-5];	klp-12 T01G1.1	Caenorhabditis elegans
G5EGS5	C24H11.7a [G5EGS5-1];C24H11.7b [G5EGS5-2];	gbf-1 phi-34 C24H11.7	Caenorhabditis elegans
G5EGS7	K04G11.2;	sel-7 K04G11.2	Caenorhabditis elegans
G5EGT9	C16B8.1;	lin-18 ryk C16B8.1	Caenorhabditis elegans
G5EGU1	M01D7.7a;	egl-30 CELE_M01D7.7 M01D7.7	Caenorhabditis elegans
G5EGU2	F10G8.4a [G5EGU2-2];F10G8.4b [G5EGU2-1];	eak-6 F10G8.4	Caenorhabditis elegans
G5EGU9	C18E9.3e [G5EGU9-2];C18E9.3f [G5EGU9-1];	szy-20 pqn-14 C18E9.3	Caenorhabditis elegans
G8JY02	C05D2.1d;	daf-4 C05D2.1 CELE_C05D2.1	Caenorhabditis elegans
G8JYB2	Y23H5A.5d;	ctn-1 Y23H5A.5	Caenorhabditis elegans
G8JYC6	T07E3.6a [G8JYC6-1];T07E3.6b [G8JYC6-2];	pdf-1 T07E3.6	Caenorhabditis elegans
H1UBK1	Y116A8A.9a [H1UBK1-2];Y116A8A.9b [H1UBK1-1];Y116A8A.9c [H1UBK1-3];	map-2 Y116A8A.9	Caenorhabditis elegans
H1ZUX0	R13F6.4e;	ten-1 CELE_R13F6.4 R13F6.4	Caenorhabditis elegans
H1ZUX1	R13F6.4f;	ten-1 CELE_R13F6.4 R13F6.4	Caenorhabditis elegans
H2KY84	T05C1.4a [H2KY84-1];T05C1.4b [H2KY84-2];T05C1.4c [H2KY84-3];	camt-1 T05C1.4	Caenorhabditis elegans
H2KY86	Y55B1AL.3a [H2KY86-1];Y55B1AL.3b [H2KY86-2];	helq-1 Y55B1AL.3	Caenorhabditis elegans
H2KYH3	T13H2.5a [H2KYH3-1];T13H2.5b [H2KYH3-2];	spat-3 T13H2.5	Caenorhabditis elegans
H2KYH4	C07A12.1a [H2KYH4-3];C07A12.1b [H2KYH4-1];C07A12.1c [H2KYH4-2];	ham-2 C07A12.1	Caenorhabditis elegans
H2KYJ8	T09A12.4a [H2KYJ8-2];T09A12.4b [H2KYJ8-3];T09A12.4c [H2KYJ8-1];T09A12.4d [H2KYJ8-4];T09A12.4e [H2KYJ8-5];T09A12.4f [H2KYJ8-6];T09A12.4g [H2KYJ8-7];T09A12.4h [H2KYJ8-8];T09A12.4i [H2KYJ8-9];T09A12.4j [H2KYJ8-10];	nhr-66 T09A12.4	Caenorhabditis elegans
H2KYM2	F55C7.7g;	unc-73 CELE_F55C7.7 F55C7.7	Caenorhabditis elegans
H2KYM3	F55C7.7f;	unc-73 CELE_F55C7.7 F55C7.7	Caenorhabditis elegans
H2KYM4	F55C7.7h;	unc-73 CELE_F55C7.7 F55C7.7	Caenorhabditis elegans
H2KYQ5	F56B6.4a [H2KYQ5-1];F56B6.4b [H2KYQ5-2];F56B6.4c [H2KYQ5-3];	gyg-1 F56B6.4	Caenorhabditis elegans
H2KYS3	T13C5.1a [H2KYS3-1];T13C5.1b [H2KYS3-2];	daf-9 T13C5.1	Caenorhabditis elegans
H2KYS8	F31D5.3a [H2KYS8-2];F31D5.3b [H2KYS8-1];F31D5.3c [H2KYS8-3];	cpna-1 F31D5.3	Caenorhabditis elegans
H2KYU6	F59E12.4a [H2KYU6-2];F59E12.4b [H2KYU6-1];	npl-4.1 F59E12.4	Caenorhabditis elegans
H2KZ60	C33F10.5c [H2KZ60-4];C33F10.5d [H2KZ60-1];	rig-6 C33F10.5	Caenorhabditis elegans
H2KZB2	Y55F3BR.8a [H2KZB2-1];Y55F3BR.8b [H2KZB2-2];	lem-4 lem-4l Y55F3BR.8	Caenorhabditis elegans
H2KZH5	C56E6.3a [H2KZH5-1];C56E6.3b [H2KZH5-2];	toe-2 C56E6.3	Caenorhabditis elegans
H2KZM6	F56D1.4a [H2KZM6-1];F56D1.4b [H2KZM6-2];F56D1.4c [H2KZM6-3];F56D1.4d [H2KZM6-4];	clr-1 F56D1.4	Caenorhabditis elegans
H2KZM9	H23L24.3a [H2KZM9-2];H23L24.3b [H2KZM9-1];	ttll-11 H23L24.3	Caenorhabditis elegans
H2KZU7	T14E8.1a [H2KZU7-1];T14E8.1b [H2KZU7-2];T14E8.1c [H2KZU7-3];	svh-2 T14E8.1	Caenorhabditis elegans
H2KZW3	R13F6.6a [H2KZW3-2];R13F6.6b [H2KZW3-3];R13F6.6c [H2KZW3-1];	zak-1 R13F6.6	Caenorhabditis elegans
H2KZZ2	W02C12.3a [H2KZZ2-2];W02C12.3b [H2KZZ2-3];W02C12.3c [H2KZZ2-1];W02C12.3d [H2KZZ2-4];W02C12.3e [H2KZZ2-5];W02C12.3f [H2KZZ2-6];W02C12.3g [H2KZZ2-7];W02C12.3h [H2KZZ2-8];W02C12.3i [H2KZZ2-9];W02C12.3j [H2KZZ2-10];	hlh-30 W02C12.3	Caenorhabditis elegans
H2L002	F52E1.4a [H2L002-2];F52E1.4b [H2L002-1];	gcy-7 F52E1.4	Caenorhabditis elegans
H2L006	F39C12.3a [H2L006-2];F39C12.3b [H2L006-1];	tsp-14 F39C12.3	Caenorhabditis elegans
H2L008	R08E3.4a [H2L008-2];R08E3.4b [H2L008-1];	ztf-16 R08E3.4	Caenorhabditis elegans
H2L045	M01E11.7a [H2L045-1];M01E11.7b [H2L045-2];M01E11.7c [H2L045-3];M01E11.7d [H2L045-4];M01E11.7e [H2L045-5];M01E11.7f [H2L045-6];M01E11.7g [H2L045-7];M01E11.7h [H2L045-8];	tns-1 svh-6 tag-163 M01E11.7	Caenorhabditis elegans
H2L056	F48A11.5a [H2L056-1];F48A11.5b [H2L056-2];F48A11.5c [H2L056-3];F48A11.5d [H2L056-4];F48A11.5e [H2L056-5];	ubxn-3 F48A11.5	Caenorhabditis elegans
H2L099	T19A5.2a [H2L099-1];T19A5.2b [H2L099-2];T19A5.2c [H2L099-3];T19A5.2d [H2L099-4];	gck-1 T19A5.2	Caenorhabditis elegans
H2L0G5	Y110A2AL.8a [H2L0G5-2];Y110A2AL.8b [H2L0G5-3];Y110A2AL.8c [H2L0G5-1];	ptc-3 Y110A2AL.8	Caenorhabditis elegans
H2L0N8	Y37E3.5a [H2L0N8-1];Y37E3.5b [H2L0N8-2];	arl-13 Y37E3.5	Caenorhabditis elegans
H2L0Q3	Y41G9A.4a [H2L0Q3-2];Y41G9A.4b [H2L0Q3-1];Y41G9A.4c [H2L0Q3-3];Y41G9A.4e [H2L0Q3-4];	gbb-1 Y41G9A.4	Caenorhabditis elegans
H2L2I2	K05C4.6b;	hmp-2 CELE_K05C4.6 K05C4.6	Caenorhabditis elegans
H7BRC9	Y51A2D.19d;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H7BRM5	Y51A2D.19h;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H8ESD6	Y51A2D.19m;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H8ESD8	Y51A2D.19k;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H8ESE2	Y51A2D.19i;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H8ESE3	Y51A2D.19j;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H8ESE4	Y51A2D.19g;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
H8ESE5	Y51A2D.19f;	slo-1 CELE_Y51A2D.19 Y51A2D.19	Caenorhabditis elegans
I2HAA0	C38H2.1a [I2HAA0-1];C38H2.1b [I2HAA0-2];	tbc-8 C38H2.1	Caenorhabditis elegans
K8ERR8	R07B5.9a [K8ERR8-2];R07B5.9b [K8ERR8-3];R07B5.9c [K8ERR8-4];R07B5.9d [K8ERR8-5];R07B5.9f [K8ERR8-6];R07B5.9g [K8ERR8-7];R07B5.9h [K8ERR8-1];R07B5.9i [K8ERR8-8];R07B5.9j [K8ERR8-9];R07B5.9k [K8ERR8-10];	lsy-12 mys-3 R07B5.9	Caenorhabditis elegans
K8ESC5	Y87G2A.3a [K8ESC5-2];Y87G2A.3b [K8ESC5-1];	atg-4.1 Y87G2A.3	Caenorhabditis elegans
K8FE10	F42G9.7;	snt-2 F42G9.7	Caenorhabditis elegans
L8E946	F58E6.10a [L8E946-2];F58E6.10b [L8E946-1];F58E6.10c [L8E946-5];F58E6.10d [L8E946-4];F58E6.10e [L8E946-3];	unc-42 F58E6.10	Caenorhabditis elegans
N1NVB7	B0024.6a [N1NVB7-2];B0024.6b [N1NVB7-1];	gcy-6 B0024.6	Caenorhabditis elegans
O01326	F26E4.10a [O01326-1];F26E4.10b [O01326-2];	drsh-1 F26E4.10	Caenorhabditis elegans
O01427	B0207.4;	air-2 stu-7 B0207.4	Caenorhabditis elegans
O01479	C06A5.7a [O01479-1];C06A5.7b [O01479-2];	unc-94 tmd-1 C06A5.7	Caenorhabditis elegans
O01498	C34G6.7a [O01498-1];C34G6.7b [O01498-2];	stam-1 pqn-19 C34G6.7	Caenorhabditis elegans
O01501	C37A2.4a [O01501-1];C37A2.4b [O01501-2];	cye-1 C37A2.4	Caenorhabditis elegans
O01510	C48B6.6a [O01510-1];C48B6.6b [O01510-2];	smg-1 C48B6.6	Caenorhabditis elegans
O01577	F53F10.4a;	unc-108 CELE_F53F10.4 F53F10.4	Caenorhabditis elegans
O01583	K08B12.5a;	mrck-1 K08B12.5	Caenorhabditis elegans
O01658	T28F2.4a [O01658-1];T28F2.4b [O01658-2];	jmjc-1 T28F2.4	Caenorhabditis elegans
O01683	C32F10.5;	hmg-3 C32F10.5	Caenorhabditis elegans
O01700	F33E2.2a [O01700-1];F33E2.2b [O01700-2];F33E2.2c [O01700-3];F33E2.2d [O01700-4];	dlk-1 F33E2.2	Caenorhabditis elegans
O01704	F12F6.3a;	rib-1 F12F6.3	Caenorhabditis elegans
O01705	K01G5.6;	rib-2 K01G5.6	Caenorhabditis elegans
O01737	F20H11.2;	let-765 let-745 nsh-1 F20H11.2	Caenorhabditis elegans
O01739	F20H11.5;	ddo-3 F20H11.5	Caenorhabditis elegans
O01761	C09D1.1a [O01761-2];C09D1.1b [O01761-1];C09D1.1c [O01761-3];C09D1.1d [O01761-4];C09D1.1e [O01761-5];C09D1.1f [O01761-6];C09D1.1g [O01761-7];	unc-89 C09D1.1	Caenorhabditis elegans
O01767	T21E3.1;	egg-4 T21E3.1	Caenorhabditis elegans
O01775	ZC581.1;	nekl-2 ZC581.1	Caenorhabditis elegans
O01789	F28B3.7a [O01789-1];F28B3.7b [O01789-2];	him-1 smc-1 F28B3.7	Caenorhabditis elegans
O01798	F53G12.6;	spe-8 F53G12.6	Caenorhabditis elegans
O01803	F53G12.1;	rab-11.1 F53G12.1	Caenorhabditis elegans
O01811	W02D3.3;	mec-6 W02D3.3	Caenorhabditis elegans
O01822	F57C9.3b;	glo-2 F57C9.3	Caenorhabditis elegans
O01836	B0414.6;	glh-3 B0414.6	Caenorhabditis elegans
O01839	B0414.8a;	vps-51 B0414.8	Caenorhabditis elegans
O01887	K07B1.1;	try-5 K07B1.1	Caenorhabditis elegans
O01901	F59E12.10;	ddl-1 F59E12.10	Caenorhabditis elegans
O01925	R155.1a [O01925-1];R155.1b [O01925-2];	mboa-6 R155.1	Caenorhabditis elegans
O01965	C27A12.8;	ari-1.1 C27A12.8	Caenorhabditis elegans
O01971	M01D7.6;	emr-1 M01D7.6	Caenorhabditis elegans
O02100	C18E3.8;	hop-1 C18E3.8	Caenorhabditis elegans
O02101	C18E3.2;	swsn-2.2 C18E3.2	Caenorhabditis elegans
O02151	T01B10.4a [O02151-1];T01B10.4b [O02151-2];	nhr-14 T01B10.4	Caenorhabditis elegans
O02158	T09B4.8;	CELE_T09B4.8 T09B4.8	Caenorhabditis elegans
O02213	C02D4.2a [O02213-1];C02D4.2b [O02213-2];C02D4.2c [O02213-3];C02D4.2d [O02213-4];C02D4.2e [O02213-5];	ser-2 C02D4.2	Caenorhabditis elegans
O02217	C25A1.9a [O02217-1];C25A1.9b [O02217-2];	rsa-1 C25A1.9	Caenorhabditis elegans
O02219	C25A1.11;	aha-1 C25A1.11	Caenorhabditis elegans
O02228	C48D1.3;	cho-1 C48D1.3	Caenorhabditis elegans
O02274	F52F12.6a [O02274-1];F52F12.6b [O02274-2];	ztf-11 ekl-2 F52F12.6	Caenorhabditis elegans
O02279	Y67A6A.2a [O02279-1];Y67A6A.2b [O02279-2];	nhr-62 Y67A6A.2	Caenorhabditis elegans
O02298	T04D3.4a;	gcy-35 T04D3.4	Caenorhabditis elegans
O02324	T22G5.6;	lbp-8 T22G5.6	Caenorhabditis elegans
O02326	T23D8.8;	cfi-1 T23D8.8	Caenorhabditis elegans
O02365	W10G6.3;	mua-6 ifa-2 W10G6.3	Caenorhabditis elegans
O02482	W02D3.9;	unc-37 esg W02D3.9	Caenorhabditis elegans
O02495	T10H9.4;	snb-1 T10H9.4	Caenorhabditis elegans
O02626	C02H7.3a [O02626-1];C02H7.3b [O02626-2];	aex-3 C02H7.3	Caenorhabditis elegans
O02655	F47G4.7;	smd-1 samdc F47G4.7	Caenorhabditis elegans
O02658	W09C3.6;	gsp-3 W09C3.6	Caenorhabditis elegans
O16000	F56A8.7a [O16000-2];F56A8.7b [O16000-1];	unc-64 F56A8.7	Caenorhabditis elegans
O16228	C49G7.11;	djr-1.2 C49G7.11	Caenorhabditis elegans
O16259	R09E12.3;	sti-1 R09E12.3	Caenorhabditis elegans
O16299	F32D1.1a;	figl-1 F32D1.1	Caenorhabditis elegans
O16305	T21H3.3a;	cmd-1 T21H3.3	Caenorhabditis elegans
O16374	M03F8.4;	galt-1 M03F8.4	Caenorhabditis elegans
O16466	F41E6.13a [O16466-1];F41E6.13b [O16466-2];	atg-18 atgr-18 tag-283 F41E6.13	Caenorhabditis elegans
O16658	C03H5.2;	nstp-4 C03H5.2	Caenorhabditis elegans
O16720	T07D3.7a;	alg-2 CELE_T07D3.7 T07D3.7	Caenorhabditis elegans
O16785	T21D12.4;	pat-6 T21D12.4	Caenorhabditis elegans
O16850	R13H8.1a [O16850-2];R13H8.1b [O16850-4];R13H8.1c [O16850-3];R13H8.1d [O16850-5];R13H8.1e [O16850-6];R13H8.1f [O16850-1];R13H8.1h [O16850-8];	daf-16 R13H8.1	Caenorhabditis elegans
O17072	F23F1.1a [O17072-1];F23F1.1b [O17072-2];	nfyc-1 F23F1.1	Caenorhabditis elegans
O17087	ZC308.1a [O17087-1];ZC308.1b [O17087-2];ZC308.1c [O17087-3];ZC308.1d [O17087-4];	gld-2 ZC308.1	Caenorhabditis elegans
O17185	F34D6.3;	sup-9 F34D6.3	Caenorhabditis elegans
O17212	H14A12.4;	mls-1 H14A12.4	Caenorhabditis elegans
O17286	W10D9.4a [O17286-1];W10D9.4b [O17286-2];	nfyb-1 W10D9.4	Caenorhabditis elegans
O17323	C10E2.3a [O17323-1];C10E2.3b [O17323-2];	hda-4 hda-7 C10E2.3	Caenorhabditis elegans
O17386	F08F1.5;	ced-8 F08F1.5	Caenorhabditis elegans
O17389	F08F1.8;	tth-1 F08F1.8	Caenorhabditis elegans
O17514	R06A4.7;	mes-2 R06A4.7	Caenorhabditis elegans
O17528	W02D7.7;	sel-9 W02D7.7	Caenorhabditis elegans
O17581	C09H6.3;	mau-2 C09H6.3	Caenorhabditis elegans
O17583	C09H6.2a [O17583-1];C09H6.2b [O17583-2];	lin-10 C09H6.2	Caenorhabditis elegans
O17589	C16C2.2a;	eat-16 C16C2.2 CELE_C16C2.2	Caenorhabditis elegans
O17607	C27H6.2;	ruvb-1 C27H6.2	Caenorhabditis elegans
O17622	C29F7.3;	C29F7.3	Caenorhabditis elegans
O17645	C34F6.4;	hst-2 C34F6.4	Caenorhabditis elegans
O17670	C49A1.4a [O17670-1];C49A1.4b [O17670-2];	eya-1 C49A1.4	Caenorhabditis elegans
O17679	C49F5.2;	set-6 C49F5.2	Caenorhabditis elegans
O17695	C53A5.3;	hda-1 C53A5.3	Caenorhabditis elegans
O17736	D2085.4;	etc-1 D2085.4	Caenorhabditis elegans
O17754	F01D4.4;	egl-21 F01D4.4	Caenorhabditis elegans
O17798	F11A6.1a;	kpc-1 F11A6.1	Caenorhabditis elegans
O17850	F28F8.6;	atx-3 F28F8.6	Caenorhabditis elegans
O17894	F56A12.1;	unc-39 ceh-35 mig-3 F56A12.1	Caenorhabditis elegans
